Fecha,Temporada,Cultivo,Parcela,Fase Productiva,Cantidad (kg),Precio por kg,Ingresos generados,Costo Total,Rentabilidad,Clima,Demanda de Mercado,Proyección Precio Temporada Siguiente,Observaciones,Línea Productiva
2023-09-27,2023-Invierno,Trigo,Parcela A,Cosecha,235,0.94,220.9,218,2.9,Nublado,Alta,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-03-21,2023-Verano,Maíz,Parcela B,Siembra,0,0,0,251,-251,Soleado,Alta,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-05-10,2023-Verano,Café,Parcela D,Mantenimiento,0,0,0,442,-442,Lluvioso,Alta,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-08-16,2023-Invierno,Soya,Parcela A,Siembra,0,0,0,216,-216,Nublado,Alta,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-07-25,2023-Invierno,Maíz,Parcela E,Mantenimiento,0,0,0,470,-470,Nublado,Alta,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-06-21,2023-Verano,Soya,Parcela A,Siembra,0,0,0,425,-425,Nublado,Media,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-12-25,2023-Invierno,Trigo,Parcela D,Cosecha,846,0.94,795.24,197,598.24,Nublado,Baja,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-01-12,2023-Verano,Plátano,Parcela C,Mantenimiento,0,0,0,211,-211,Lluvioso,Baja,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-11-11,2023-Invierno,Maíz,Parcela B,Siembra,0,0,0,348,-348,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-06-20,2023-Verano,Trigo,Parcela A,Siembra,0,0,0,401,-401,Nublado,Alta,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-06-07,2023-Verano,Soya,Parcela B,Mantenimiento,0,0,0,197,-197,Nublado,Alta,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-11-16,2023-Invierno,Café,Parcela D,Siembra,0,0,0,474,-474,Soleado,Media,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-03-22,2023-Verano,Plátano,Parcela B,Siembra,0,0,0,370,-370,Nublado,Alta,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-08-19,2023-Invierno,Plátano,Parcela D,Siembra,0,0,0,486,-486,Lluvioso,Alta,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-07-08,2023-Invierno,Trigo,Parcela A,Cosecha,539,1.01,544.39,159,385.39,Nublado,Media,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-03-01,2023-Verano,Plátano,Parcela E,Mantenimiento,0,0,0,475,-475,Soleado,Alta,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-08-10,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,329,-329,Soleado,Baja,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-01-27,2023-Verano,Café,Parcela D,Siembra,0,0,0,381,-381,Nublado,Baja,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-05-26,2023-Verano,Maíz,Parcela D,Mantenimiento,0,0,0,312,-312,Nublado,Alta,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-12-15,2023-Invierno,Trigo,Parcela D,Cosecha,467,0.99,462.33,171,291.33,Nublado,Alta,0.95,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-10-16,2023-Invierno,Trigo,Parcela C,Mantenimiento,0,0,0,276,-276,Nublado,Baja,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-01-13,2023-Verano,Soya,Parcela D,Mantenimiento,0,0,0,331,-331,Soleado,Alta,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-01-10,2023-Verano,Plátano,Parcela E,Mantenimiento,0,0,0,344,-344,Soleado,Alta,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-09-10,2023-Invierno,Maíz,Parcela E,Cosecha,355,0.98,347.9,155,192.9,Lluvioso,Alta,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-12-31,2023-Invierno,Maíz,Parcela C,Siembra,0,0,0,342,-342,Nublado,Baja,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-02-03,2023-Verano,Trigo,Parcela A,Mantenimiento,0,0,0,421,-421,Soleado,Baja,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-11-15,2023-Invierno,Plátano,Parcela D,Cosecha,355,0.79,280.45,464,-183.55,Soleado,Baja,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Tropicales
2023-12-27,2023-Invierno,Maíz,Parcela E,Mantenimiento,0,0,0,392,-392,Lluvioso,Baja,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-06-06,2023-Verano,Soya,Parcela B,Siembra,0,0,0,436,-436,Soleado,Alta,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-09-30,2023-Invierno,Café,Parcela E,Cosecha,380,4.96,1884.8,425,1459.8,Lluvioso,Baja,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-06-07,2023-Verano,Soya,Parcela D,Cosecha,759,1.14,865.26,233,632.26,Lluvioso,Alta,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Oleaginosas
2023-11-15,2023-Invierno,Maíz,Parcela E,Siembra,0,0,0,337,-337,Soleado,Media,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-08-03,2023-Invierno,Café,Parcela D,Cosecha,585,5.03,2942.55,345,2597.55,Nublado,Baja,5.1,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-02-02,2023-Verano,Café,Parcela C,Cosecha,445,5.3,2358.5,152,2206.5,Lluvioso,Baja,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-12-08,2023-Invierno,Café,Parcela A,Siembra,0,0,0,277,-277,Nublado,Baja,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-04-19,2023-Verano,Café,Parcela B,Cosecha,343,4.97,1704.71,345,1359.71,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-12-27,2023-Invierno,Trigo,Parcela C,Cosecha,980,0.91,891.8,287,604.8,Lluvioso,Media,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-10-13,2023-Invierno,Café,Parcela D,Siembra,0,0,0,493,-493,Lluvioso,Alta,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-01-13,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,299,-299,Nublado,Media,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-12-31,2023-Invierno,Trigo,Parcela E,Mantenimiento,0,0,0,288,-288,Nublado,Alta,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-08-09,2023-Invierno,Maíz,Parcela C,Mantenimiento,0,0,0,342,-342,Soleado,Media,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-03-19,2023-Verano,Café,Parcela D,Siembra,0,0,0,382,-382,Lluvioso,Alta,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-07-14,2023-Invierno,Maíz,Parcela B,Cosecha,751,0.94,705.94,266,439.94,Lluvioso,Alta,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-12-11,2023-Invierno,Trigo,Parcela A,Siembra,0,0,0,452,-452,Soleado,Alta,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-08-24,2023-Invierno,Café,Parcela A,Mantenimiento,0,0,0,189,-189,Soleado,Baja,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-01-27,2023-Verano,Plátano,Parcela C,Siembra,0,0,0,350,-350,Nublado,Baja,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-05-27,2023-Verano,Soya,Parcela C,Siembra,0,0,0,401,-401,Nublado,Baja,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-04-23,2023-Verano,Café,Parcela E,Siembra,0,0,0,432,-432,Soleado,Media,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-06-07,2023-Verano,Plátano,Parcela B,Cosecha,728,0.73,531.44,478,53.44,Soleado,Alta,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-03-21,2023-Verano,Plátano,Parcela D,Siembra,0,0,0,242,-242,Nublado,Alta,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-11-21,2023-Invierno,Soya,Parcela B,Siembra,0,0,0,325,-325,Nublado,Alta,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-10-08,2023-Invierno,Café,Parcela B,Siembra,0,0,0,400,-400,Nublado,Alta,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-02-02,2023-Verano,Maíz,Parcela E,Mantenimiento,0,0,0,372,-372,Soleado,Media,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-10-18,2023-Invierno,Soya,Parcela E,Siembra,0,0,0,312,-312,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-08-03,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,336,-336,Nublado,Baja,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-02-06,2023-Verano,Café,Parcela A,Mantenimiento,0,0,0,202,-202,Soleado,Baja,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-07-01,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,274,-274,Lluvioso,Alta,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Tropicales
2023-10-22,2023-Invierno,Trigo,Parcela B,Siembra,0,0,0,335,-335,Lluvioso,Baja,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-05-05,2023-Verano,Soya,Parcela B,Mantenimiento,0,0,0,382,-382,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-08-24,2023-Invierno,Soya,Parcela C,Siembra,0,0,0,480,-480,Nublado,Alta,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-08-31,2023-Invierno,Trigo,Parcela C,Mantenimiento,0,0,0,197,-197,Nublado,Baja,0.95,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-08-25,2023-Invierno,Maíz,Parcela A,Mantenimiento,0,0,0,226,-226,Soleado,Alta,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-09-22,2023-Invierno,Plátano,Parcela A,Cosecha,279,0.56,156.24,290,-133.76,Nublado,Baja,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-09-22,2023-Invierno,Maíz,Parcela B,Mantenimiento,0,0,0,179,-179,Soleado,Baja,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-07-29,2023-Invierno,Plátano,Parcela D,Siembra,0,0,0,283,-283,Lluvioso,Alta,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-06-19,2023-Verano,Café,Parcela D,Siembra,0,0,0,408,-408,Lluvioso,Baja,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-11-01,2023-Invierno,Soya,Parcela A,Mantenimiento,0,0,0,187,-187,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-03-28,2023-Verano,Café,Parcela E,Siembra,0,0,0,466,-466,Lluvioso,Media,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-11-05,2023-Invierno,Plátano,Parcela E,Siembra,0,0,0,363,-363,Nublado,Alta,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-12-06,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,358,-358,Lluvioso,Baja,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-05-19,2023-Verano,Plátano,Parcela A,Cosecha,867,0.8,693.6,246,447.6,Soleado,Baja,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-01-15,2023-Verano,Maíz,Parcela C,Mantenimiento,0,0,0,451,-451,Nublado,Baja,0.85,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-03-05,2023-Verano,Maíz,Parcela C,Mantenimiento,0,0,0,327,-327,Soleado,Baja,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-01-04,2023-Verano,Plátano,Parcela E,Cosecha,858,0.8,686.4,236,450.4,Nublado,Alta,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-05-29,2023-Verano,Soya,Parcela B,Siembra,0,0,0,205,-205,Nublado,Baja,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-05-06,2023-Verano,Trigo,Parcela A,Siembra,0,0,0,409,-409,Lluvioso,Media,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-02-28,2023-Verano,Café,Parcela D,Mantenimiento,0,0,0,197,-197,Lluvioso,Alta,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-09-13,2023-Invierno,Plátano,Parcela A,Cosecha,209,0.78,163.02,497,-333.98,Nublado,Alta,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-09-18,2023-Invierno,Trigo,Parcela A,Siembra,0,0,0,160,-160,Soleado,Media,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-06-26,2023-Verano,Trigo,Parcela D,Cosecha,558,0.95,530.1,306,224.1,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-10-12,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,167,-167,Lluvioso,Baja,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-05-08,2023-Verano,Café,Parcela E,Mantenimiento,0,0,0,331,-331,Soleado,Alta,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-06-26,2023-Verano,Trigo,Parcela C,Mantenimiento,0,0,0,219,-219,Soleado,Baja,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-06-15,2023-Verano,Trigo,Parcela C,Cosecha,412,0.88,362.56,339,23.56,Lluvioso,Alta,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-12-02,2023-Invierno,Maíz,Parcela E,Siembra,0,0,0,470,-470,Lluvioso,Alta,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-05-12,2023-Verano,Soya,Parcela B,Siembra,0,0,0,486,-486,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-05-26,2023-Verano,Maíz,Parcela B,Siembra,0,0,0,459,-459,Soleado,Alta,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-12-07,2023-Invierno,Café,Parcela C,Siembra,0,0,0,168,-168,Lluvioso,Alta,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-09-22,2023-Invierno,Maíz,Parcela A,Cosecha,534,0.83,443.22,250,193.22,Nublado,Alta,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-10-01,2023-Invierno,Trigo,Parcela C,Cosecha,611,0.75,458.25,249,209.25,Soleado,Alta,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-09-22,2023-Invierno,Plátano,Parcela C,Siembra,0,0,0,195,-195,Soleado,Baja,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-08-04,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,220,-220,Nublado,Alta,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-02-01,2023-Verano,Plátano,Parcela E,Siembra,0,0,0,495,-495,Lluvioso,Media,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-02-03,2023-Verano,Trigo,Parcela D,Siembra,0,0,0,403,-403,Nublado,Media,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-10-06,2023-Invierno,Soya,Parcela D,Siembra,0,0,0,490,-490,Soleado,Baja,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-01-29,2023-Verano,Soya,Parcela B,Siembra,0,0,0,236,-236,Soleado,Baja,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-05-16,2023-Verano,Café,Parcela E,Cosecha,279,4.92,1372.68,161,1211.68,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-06-30,2023-Verano,Trigo,Parcela B,Mantenimiento,0,0,0,384,-384,Lluvioso,Baja,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-09-30,2023-Invierno,Trigo,Parcela C,Mantenimiento,0,0,0,476,-476,Lluvioso,Media,0.95,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-08-17,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,439,-439,Soleado,Baja,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-10-22,2023-Invierno,Plátano,Parcela B,Siembra,0,0,0,262,-262,Nublado,Alta,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-10-28,2023-Invierno,Plátano,Parcela D,Mantenimiento,0,0,0,173,-173,Lluvioso,Alta,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-07-31,2023-Invierno,Maíz,Parcela E,Cosecha,475,0.84,399.0,383,16.0,Nublado,Media,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Grano
2023-12-26,2023-Invierno,Trigo,Parcela A,Siembra,0,0,0,451,-451,Soleado,Alta,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-04-17,2023-Verano,Plátano,Parcela A,Siembra,0,0,0,424,-424,Lluvioso,Baja,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-03-21,2023-Verano,Soya,Parcela C,Mantenimiento,0,0,0,228,-228,Soleado,Media,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Oleaginosas
2023-11-19,2023-Invierno,Plátano,Parcela C,Siembra,0,0,0,163,-163,Soleado,Alta,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-12-13,2023-Invierno,Trigo,Parcela D,Cosecha,285,1.0,285.0,193,92.0,Soleado,Alta,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-03-25,2023-Verano,Trigo,Parcela E,Mantenimiento,0,0,0,306,-306,Soleado,Alta,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-03-07,2023-Verano,Plátano,Parcela E,Siembra,0,0,0,283,-283,Lluvioso,Alta,0.75,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-04-14,2023-Verano,Plátano,Parcela C,Cosecha,699,0.73,510.27,352,158.27,Soleado,Media,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-04-13,2023-Verano,Maíz,Parcela C,Siembra,0,0,0,456,-456,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-09-10,2023-Invierno,Café,Parcela C,Cosecha,404,4.93,1991.72,198,1793.72,Soleado,Baja,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-09-19,2023-Invierno,Maíz,Parcela A,Mantenimiento,0,0,0,449,-449,Soleado,Media,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Grano
